designation,bore_d,outer_d,width,load_rating,limiting_speed
6204-2ZTN9/HC5C3WT,20.0,47.0,14.0,12.7,20000.0
6204-RSH,20.0,47.0,14.0,13.5,10000.0
6204-RSH/C3,20.0,47.0,14.0,13.5,10000.0
6204-Z,20.0,47.0,14.0,13.5,20000.0
6204-Z/C3,20.0,47.0,14.0,13.5,20000.0
6204-ZNR,20.0,47.0,14.0,13.5,20000.0
6204/C3,20.0,47.0,14.0,13.5,20000.0
6204/C4,20.0,47.0,14.0,13.5,20000.0
6204/HC5C3,20.0,47.0,14.0,12.7,24000.0
6204/VA201,20.0,47.0,14.0,,130.0
6205,25.0,52.0,15.0,14.8,18000.0
6205 2RSJEM,25.0,52.0,15.0,14.8,8500.0
6205 2RSNRJEM,25.0,52.0,15.0,14.8,8500.0
6205 2ZJEM,25.0,52.0,15.0,14.8,14000.0
6205 2ZNRJEM,25.0,52.0,15.0,14.8,14000.0
6205 ETN9,25.0,52.0,15.0,17.8,18000.0
6205 ETN9/C4,,,,,
6205 JEM,25.0,52.0,15.0,14.8,18000.0
6205 MA/C3,25.0,52.0,15.0,14.8,18000.0
6205 N,25.0,52.0,15.0,14.8,18000.0
6205 NR,25.0,52.0,15.0,14.8,18000.0
6205 NRJEM,25.0,52.0,15.0,14.8,18000.0
6205 RSJEM,25.0,52.0,15.0,14.8,8500.0
6205 TN9/C3,25.0,52.0,15.0,14.8,18000.0
6205 TN9/C4,,,,,
6205 TN9/HC5C3,25.0,52.0,15.0,14.0,22000.0
6205 ZJEM,25.0,52.0,15.0,14.8,18000.0
6205-2RS2/C3GJN,25.0,52.0,15.0,14.8,18000.0
6205-2RSF/C3GJN8,25.0,52.0,15.0,14.8,3700.0
6205-2RSF/C3GJN8/AG,25.0,52.0,15.0,14.8,3700.0
6205-2RSF/C4GJN7,25.0,52.0,15.0,14.8,3700.0
6205-2RSF/C4GJN7/AG,25.0,52.0,15.0,14.8,3700.0
6205-2RSF/GJN7,25.0,52.0,15.0,14.8,3700.0
6205-2RSF/GJN8,25.0,52.0,15.0,14.8,3700.0
6205-2RSF/GJN8/AG,25.0,52.0,15.0,14.8,3700.0
6205-2RSH,25.0,52.0,15.0,14.8,8500.0
6205-2RSH/C3,25.0,52.0,15.0,14.8,8500.0
6205-2RSH/C3GJN,25.0,52.0,15.0,14.8,8500.0
6205-2RSH/C3LHT23,25.0,52.0,15.0,14.8,8500.0
6205-2RSH/C3WT,25.0,52.0,15.0,14.8,8500.0
6205-2RSH/C4,25.0,52.0,15.0,14.8,
6205-2RSH/GJN,25.0,52.0,15.0,14.8,8500.0
6205-2RSH/HC5C3GJN,25.0,52.0,15.0,13.3,15000.0
6205-2RSH/VA947,25.0,52.0,15.0,14.8,8500.0
6205-2RSH/W64,25.0,52.0,15.0,14.8,6100.0
6205-2RSHK,25.0,52.0,15.0,14.8,8500.0
6205-2RSHNR,25.0,52.0,15.0,14.8,8500.0
6205-2RSL,25.0,52.0,15.0,14.8,14000.0
6205-2RSL/C3GJN,25.0,52.0,15.0,14.8,14000.0
6205-2RSLTN9/C3VT162,,,,,
6205-2RSLTN9/HC5C3WT,25.0,52.0,15.0,14.0,15000.0
6205-2Z,25.0,52.0,15.0,14.8,14000.0
6205-2Z/C3,25.0,52.0,15.0,14.8,14000.0
6205-2Z/C3GJN,25.0,52.0,15.0,14.8,14000.0
6205-2Z/C3LHT23,25.0,52.0,15.0,14.8,14000.0
6205-2Z/C3WT,25.0,52.0,15.0,14.8,14000.0
6205-2Z/C4,25.0,52.0,15.0,14.8,14000.0
6205-2Z/VA201,25.0,52.0,15.0,,120.0
6205-2Z/VA208,25.0,52.0,15.0,,110.0
6205-2Z/VA228,25.0,52.0,15.0,,230.0
6205-2ZNR,25.0,52.0,15.0,14.8,14000.0
6205-RS2/C3S0,25.0,52.0,15.0,14.8,18000.0
6205-RSH,25.0,52.0,15.0,14.8,8500.0
6205-RSH/C3,,,,,
6205-Z,25.0,52.0,15.0,14.8,18000.0
6205-Z/C3,25.0,52.0,15.0,14.8,18000.0
6205-ZNR,25.0,52.0,15.0,14.8,18000.0
6205/C3,25.0,52.0,15.0,14.8,18000.0
6205/C4,25.0,52.0,15.0,14.8,18000.0
6205/HC5C3,25.0,52.0,15.0,14.0,22000.0
6205/VA201,25.0,52.0,15.0,,120.0
6206,30.0,62.0,16.0,20.3,15000.0
6206 2RSJEM,30.0,62.0,16.0,20.3,7500.0
6206 2RSNRJEM,30.0,62.0,16.0,20.3,7500.0
6206 2ZJEM,30.0,62.0,16.0,20.3,12000.0
6206 2ZNRJEM,30.0,62.0,16.0,20.3,12000.0
6206 ETN9,30.0,62.0,16.0,23.4,15000.0
6206 ETN9/C3,30.0,62.0,16.0,23.4,15000.0
6206 JEM,30.0,62.0,16.0,20.3,15000.0
6206 MA/C3S0,30.0,62.0,16.0,20.3,22000.0
6206 N,30.0,62.0,16.0,20.3,15000.0
6206 N/C3,30.0,62.0,16.0,20.3,15000.0
6206 NR,30.0,62.0,16.0,20.3,15000.0
6206 NRJEM,30.0,62.0,16.0,20.3,15000.0
6206 RSJEM,30.0,62.0,16.0,20.3,7500.0
6206 TN9/C3,30.0,62.0,16.0,20.3,
6206 TN9/C4,30.0,62.0,16.0,20.3,15000.0
6206 TN9/HC5C3,30.0,62.0,16.0,19.5,18000.0
6206 ZJEM,30.0,62.0,16.0,20.3,15000.0
6206-2RS1,30.0,62.0,16.0,20.3,8000.0
6206-2RS1/C2,30.0,62.0,16.0,20.3,7500.0
6206-2RS1/C3,30.0,62.0,16.0,20.3,8000.0
6206-2RS1/C3GJN,30.0,62.0,16.0,20.3,7500.0
6206-2RS1/C4,30.0,62.0,16.0,20.3,7500.0
6206-2RS1/GJN,30.0,62.0,16.0,20.3,7500.0
6206-2RS1/W64,30.0,62.0,16.0,20.3,5200.0
6206-2RS1K,,,,,
6206-2RS1NR,30.0,62.0,16.0,20.3,7500.0
6206-2RS2/C3GJN,30.0,62.0,16.0,20.3,8000.0
6206-2RS2/C3S1GHE,30.0,62.0,16.0,20.3,15000.0
6206-2RS2/C3S1GWP,30.0,62.0,16.0,20.3,8000.0
6206-2RSF/C3GJN7,30.0,62.0,16.0,20.3,3500.0
6206-2RSF/C3GJN7/AG,30.0,62.0,16.0,20.3,3500.0
6206-2RSF/C3GJN8,30.0,62.0,16.0,20.3,3500.0
6206-2RSF/C3GJN8/AG,30.0,62.0,16.0,20.3,3500.0
6206-2RSF/C4GJN7,30.0,62.0,16.0,20.3,3500.0
6206-2RSF/C4GJN7/AG,30.0,62.0,16.0,20.3,3500.0
6206-2RSF/GJN7,30.0,62.0,16.0,20.3,3500.0
6206-2RSF/GJN7/AG,30.0,62.0,16.0,20.3,3500.0
6206-2RSH/VA947,30.0,62.0,16.0,20.3,7500.0
6206-2RZ,30.0,62.0,16.0,20.3,12000.0
6206-2RZ/C3GJN,30.0,62.0,16.0,20.3,12000.0
6206-2RZTN9/C3VT162,30.0,62.0,16.0,20.3,12000.0
6206-2RZTN9/HC5C3WT,30.0,62.0,16.0,19.5,15000.0
6206-2Z,30.0,62.0,16.0,20.3,12000.0
6206-2Z/C3,30.0,62.0,16.0,20.3,12000.0
6206-2Z/C3GJN,30.0,62.0,16.0,20.3,12000.0
6206-2Z/C3GWP,30.0,62.0,16.0,20.3,12000.0
6206-2Z/C3LHT23,30.0,62.0,16.0,20.3,12000.0
6206-2Z/C3WT,30.0,62.0,16.0,20.3,12000.0
6206-2Z/C4,30.0,62.0,16.0,20.3,12000.0
6206-2Z/GJN,30.0,62.0,16.0,20.3,12000.0
6206-2Z/VA201,30.0,62.0,16.0,,100.0
6206-2Z/VA208,30.0,62.0,16.0,,90.0
6206-2Z/VA228,30.0,62.0,16.0,,190.0
6206-2ZNR,30.0,62.0,16.0,20.3,12000.0
6206-2ZTN9/HC5C3WT,30.0,62.0,16.0,19.5,15000.0
6206-RS1,30.0,62.0,16.0,20.3,7500.0
6206-RS1/C3,30.0,62.0,16.0,20.3,15000.0
6206-RZ,30.0,62.0,16.0,20.3,12000.0
6206-Z,30.0,62.0,16.0,20.3,15000.0
6206-Z/C3,30.0,62.0,16.0,20.3,15000.0
6206-Z/HC5,30.0,62.0,16.0,19.5,18000.0
6206-Z/HC5C3,30.0,62.0,16.0,19.5,18000.0
6206-ZNR,30.0,62.0,16.0,20.3,15000.0
6206-ZTN9/HC5C3,30.0,62.0,16.0,19.5,18000.0
6206/C2,30.0,62.0,16.0,20.3,15000.0
6206/C3,30.0,62.0,16.0,20.3,15000.0
6206/C4,30.0,62.0,16.0,20.3,15000.0
6206/HC5C3,30.0,62.0,16.0,19.5,18000.0
6206/VA201,30.0,62.0,16.0,,100.0
6207,35.0,72.0,17.0,27.0,13000.0
6207 2RSJEM,35.0,72.0,17.0,27.0,6300.0
6207 2RSNRJEM,35.0,72.0,17.0,27.0,6300.0
6207 2ZJEM,35.0,72.0,17.0,27.0,10000.0
6207 2ZNRJEM,35.0,72.0,17.0,27.0,10000.0
6207 ETN9/C3VC4521,35.0,72.0,17.0,31.2,13000.0
6207 JEM,35.0,72.0,17.0,27.0,13000.0
6207 N,35.0,72.0,17.0,27.0,13000.0
6207 N/C3,35.0,72.0,17.0,27.0,13000.0
6207 NR,35.0,72.0,17.0,27.0,13000.0
6207 NR/C3,35.0,72.0,17.0,27.0,13000.0
6207 NRJEM,35.0,72.0,17.0,27.0,13000.0
6207 RSJEM,35.0,72.0,17.0,27.0,6300.0
6207 TN9/C3,35.0,72.0,17.0,27.0,13000.0
6207 TN9/C4,,,,,
6207 TN9/HC5C3,35.0,72.0,17.0,25.5,15000.0
6207 ZJEM,35.0,72.0,17.0,27.0,13000.0
6207 ZNRJEM,35.0,72.0,17.0,27.0,13000.0
6207-2RS1,35.0,72.0,17.0,27.0,6300.0
6207-2RS1/C3,35.0,72.0,17.0,27.0,6300.0
6207-2RS1/C3GJN,35.0,72.0,17.0,27.0,6300.0
6207-2RS1/C4,35.0,72.0,17.0,27.0,6300.0
6207-2RS1/GJN,35.0,72.0,17.0,27.0,6300.0
6207-2RS1/W64,35.0,72.0,17.0,27.0,4400.0
6207-2RS1K,35.0,72.0,17.0,27.0,6300.0
6207-2RS1N,35.0,72.0,17.0,27.0,6300.0
6207-2RS1NR,35.0,72.0,17.0,27.0,6300.0
6207-2RS1NR/C3,,,,,
6207-2RSF/C3GJN7,35.0,72.0,17.0,27.0,3000.0
6207-2RSF/C4GJN7,35.0,72.0,17.0,27.0,3000.0
6207-2RSH,35.0,72.0,17.0,27.0,6300.0
6207-2RZ/C3GJN,35.0,72.0,17.0,27.0,10000.0
6207-2RZTN9/HC5C3WT,35.0,72.0,17.0,25.5,13000.0
6207-2Z,35.0,72.0,17.0,27.0,10000.0
6207-2Z/C3,35.0,72.0,17.0,27.0,10000.0
6207-2Z/C3GJN,35.0,72.0,17.0,27.0,10000.0
6207-2Z/C3WT,35.0,72.0,17.0,27.0,10000.0
6207-2Z/GJN,35.0,72.0,17.0,27.0,10000.0
6207-2Z/VA201,35.0,72.0,17.0,,80.0
6207-2Z/VA208,35.0,72.0,17.0,,80.0
6207-2Z/VA228,35.0,72.0,17.0,,160.0
6207-2ZNR,35.0,72.0,17.0,27.0,10000.0
6207-2ZTN9/HC5C3WT,35.0,72.0,17.0,25.5,13000.0
6207-RS1,35.0,72.0,17.0,27.0,6300.0
6207-Z,35.0,72.0,17.0,27.0,13000.0
6207-Z/C3,35.0,72.0,17.0,27.0,13000.0
6207-Z/C3VT264,35.0,72.0,17.0,27.0,13000.0
6207-ZNR,35.0,72.0,17.0,27.0,13000.0
6207/C3,35.0,72.0,17.0,27.0,13000.0
6207/C4,35.0,72.0,17.0,27.0,13000.0
6207/HC5C3,35.0,72.0,17.0,25.5,15000.0
6207/VA201,35.0,72.0,17.0,,80.0
6208,40.0,80.0,18.0,32.5,11000.0
6208 2RSJEM,40.0,80.0,18.0,32.5,5600.0
6208 2RSNRJEM,40.0,80.0,18.0,32.5,5600.0
6208 2ZJEM,40.0,80.0,18.0,32.5,9000.0
6208 2ZNRJEM,40.0,80.0,18.0,32.5,9000.0
6208 JEM,40.0,80.0,18.0,32.5,11000.0
6208 M/C3S0VQ335,40.0,80.0,18.0,32.5,16000.0
6208 N,40.0,80.0,18.0,32.5,11000.0
6208 NR,40.0,80.0,18.0,32.5,11000.0
6208 NR/C3,40.0,80.0,18.0,32.5,11000.0
6208 NRJEM,40.0,80.0,18.0,32.5,11000.0
6208 RSJEM,40.0,80.0,18.0,32.5,5600.0
6208 TN9/DBGA,,,,,
6208 TN9/HC5C3,40.0,80.0,18.0,30.7,14000.0
6208 ZJEM,40.0,80.0,18.0,32.5,11000.0
6208 ZNRJEM,40.0,80.0,18.0,32.5,11000.0
6208-2RS1,40.0,80.0,18.0,32.5,5600.0
6208-2RS1/C3,40.0,80.0,18.0,32.5,5600.0
6208-2RS1/C3GJN,40.0,80.0,18.0,32.5,5600.0
6208-2RS1/C3LTF9,40.0,80.0,18.0,32.5,5600.0
6208-2RS1/C3WT,40.0,80.0,18.0,32.5,5600.0
6208-2RS1/C4,40.0,80.0,18.0,32.5,5600.0
6208-2RS1/GFF,40.0,80.0,18.0,32.5,
6208-2RS1/GJN,40.0,80.0,18.0,32.5,5600.0
6208-2RS1K,40.0,80.0,18.0,32.5,5600.0
6208-2RS1K/C3,40.0,80.0,18.0,32.5,5600.0
6208-2RS1N,,,,,
6208-2RS1NR,40.0,80.0,18.0,32.5,5600.0
6208-2RS1TN9/C3VE167,40.0,80.0,18.0,32.5,5600.0
6208-2RS2/C3WT,40.0,80.0,18.0,32.5,11000.0
6208-2RZTN9/HC5C3WT,40.0,80.0,18.0,30.7,11000.0
6208-2RZTN9/LHT23,40.0,80.0,18.0,32.5,9000.0
6208-2Z,40.0,80.0,18.0,32.5,9000.0
6208-2Z/C3,40.0,80.0,18.0,32.5,9000.0
6208-2Z/C3GJN,40.0,80.0,18.0,32.5,9000.0
6208-2Z/C3HT,40.0,80.0,18.0,32.5,9000.0
6208-2Z/C3WT,40.0,80.0,18.0,32.5,9000.0
6208-2Z/C4,40.0,80.0,18.0,32.5,9000.0
6208-2Z/GJN,40.0,80.0,18.0,32.5,9000.0
6208-2Z/HC5C3GJN,40.0,80.0,18.0,30.7,11000.0
6208-2Z/VA201,40.0,80.0,18.0,,70.0
6208-2Z/VA208,40.0,80.0,18.0,,70.0
6208-2Z/VA228,40.0,80.0,18.0,,150.0
6208-2ZNR,40.0,80.0,18.0,32.5,9000.0
6208-2ZTN9/C3GJN,40.0,80.0,18.0,32.5,9000.0
6208-RS1,40.0,80.0,18.0,32.5,5600.0
6208-Z,40.0,80.0,18.0,32.5,11000.0
6208-Z/C3,40.0,80.0,18.0,32.5,11000.0
6208-Z/C3S0,40.0,80.0,18.0,32.5,11000.0
6208-Z/HC5C3,40.0,80.0,18.0,30.7,14000.0
6208-ZNR,40.0,80.0,18.0,32.5,11000.0
6208-ZTN9/C3,40.0,80.0,18.0,32.5,11000.0
6208/C3,40.0,80.0,18.0,32.5,11000.0
6208/C3VE167,40.0,80.0,18.0,32.5,11000.0
6208/C4,40.0,80.0,18.0,32.5,11000.0
6208/C4VQ557,40.0,80.0,18.0,32.5,11000.0
6208/HC5C3,40.0,80.0,18.0,30.7,14000.0
6208/VA201,40.0,80.0,18.0,,70.0
6209,45.0,85.0,19.0,35.1,11000.0
6209 2RSJEM,45.0,85.0,19.0,35.1,11000.0
6209 2RSNRJEM,45.0,85.0,19.0,35.1,5000.0
6209 2ZJEM,45.0,85.0,19.0,35.1,8500.0
6209 2ZNRJEM,45.0,85.0,19.0,35.1,8500.0
6209 JEM,45.0,85.0,19.0,35.1,11000.0
6209 N,45.0,85.0,19.0,35.1,11000.0
6209 N/C3,45.0,85.0,19.0,35.1,11000.0
6209 NR,45.0,85.0,19.0,35.1,11000.0
6209 NRJEM,45.0,85.0,19.0,35.1,11000.0
6209 RSJEM,45.0,85.0,19.0,35.1,5000.0
6209 TN9/HC5C3,45.0,85.0,19.0,33.2,13000.0
6209 TN9W/C4H,45.0,85.0,19.0,35.1,11000.0
6209 ZJEM,45.0,85.0,19.0,35.1,11000.0
6209-2RS1,45.0,85.0,19.0,35.1,5000.0
6209-2RS1/C3,45.0,85.0,19.0,35.1,5000.0
6209-2RS1/C3GJN,45.0,85.0,19.0,35.1,5000.0
6209-2RS1/C3LHT23,45.0,85.0,19.0,35.1,5000.0
6209-2RS1/C3LHT55,45.0,85.0,19.0,35.1,5000.0
6209-2RS1/C4,45.0,85.0,19.0,35.1,5000.0
6209-2RS1/HC5C3WT,45.0,85.0,19.0,33.2,5000.0
6209-2RS1K,45.0,85.0,19.0,35.1,5000.0
6209-2RS1K/C3,45.0,85.0,19.0,35.1,5000.0
6209-2RS1NR,45.0,85.0,19.0,35.1,5000.0
6209-2RS1TN9/GJN,45.0,85.0,19.0,35.1,5000.0
6209-2RZTN9/HC5C3WT,45.0,85.0,19.0,33.2,11000.0
6209-2Z,45.0,85.0,19.0,35.1,8500.0
6209-2Z/C3,45.0,85.0,19.0,35.1,8500.0
6209-2Z/C3GJN,45.0,85.0,19.0,35.1,8500.0
6209-2Z/C3WT,45.0,85.0,19.0,35.1,8500.0
6209-2Z/C4,45.0,85.0,19.0,35.1,8500.0
6209-2Z/C4HT,45.0,85.0,19.0,35.1,8500.0
6209-2Z/C5,45.0,85.0,19.0,35.1,8500.0
6209-2Z/HC5C3GJN,45.0,85.0,19.0,33.2,11000.0
6209-2Z/HC5C3WT,45.0,85.0,19.0,33.2,11000.0
6209-2Z/VA201,45.0,85.0,19.0,,70.0
6209-2Z/VA208,45.0,85.0,19.0,,60.0
6209-2Z/VA228,45.0,85.0,19.0,,130.0
6209-RS1,45.0,85.0,19.0,35.1,5000.0
6209-Z,45.0,85.0,19.0,35.1,11000.0
6209-Z/C3,45.0,85.0,19.0,35.1,11000.0
6209-ZNR,45.0,85.0,19.0,35.1,11000.0
6209/C3,45.0,85.0,19.0,33.2,11000.0
6209/C4,45.0,85.0,19.0,35.1,11000.0
6209/HC5C3,45.0,85.0,19.0,33.2,13000.0
6209/VA201,45.0,85.0,19.0,,70.0
6210,50.0,90.0,20.0,37.1,10000.0
6210 2RSJEM,50.0,90.0,20.0,37.1,4800.0
6210 2RSNRJEM,50.0,90.0,20.0,37.1,4800.0
6210 2ZJEM,50.0,90.0,20.0,37.1,8000.0
6210 2ZNRJEM,50.0,90.0,20.0,37.1,8000.0
6210 JEM,50.0,90.0,20.0,37.1,10000.0
6210 M,50.0,90.0,20.0,37.1,14000.0
6210 M/HC5C4S0,50.0,90.0,20.0,35.1,14000.0
6210 MA/C3,50.0,90.0,20.0,37.1,14000.0
6210 N,50.0,90.0,20.0,37.1,10000.0
6210 NR,50.0,90.0,20.0,37.1,10000.0
6210 NR/C3,,,,,
6210 NRJEM,50.0,90.0,20.0,37.1,10000.0
6210 RSJEM,50.0,90.0,20.0,37.1,4800.0
6210 TN9/HC5C3,50.0,90.0,20.0,35.1,12000.0
6210 ZJEM,50.0,90.0,20.0,37.1,10000.0
6210 ZNRJEM,50.0,90.0,20.0,37.1,10000.0
6210-2RS1,50.0,90.0,20.0,37.1,4800.0
6210-2RS1/C2GJN,50.0,90.0,20.0,37.1,4800.0
6210-2RS1/C3,50.0,90.0,20.0,37.1,4800.0
6210-2RS1/C3GJN,50.0,90.0,20.0,37.1,4800.0
6210-2RS1/C4,50.0,90.0,20.0,37.1,4800.0
6210-2RS1/GJN,50.0,90.0,20.0,37.1,4800.0
6210-2RS1/HC5C3WT,50.0,90.0,20.0,35.1,4800.0
6210-2RS1/W64,50.0,90.0,20.0,37.1,3300.0
6210-2RS1K,50.0,90.0,20.0,35.1,4800.0
6210-2RS1NR,50.0,90.0,20.0,37.1,4800.0
6210-2RS1NR/LHT64,50.0,90.0,20.0,37.1,4800.0
6210-2RSH,50.0,90.0,20.0,37.1,4800.0
6210-2RZ,50.0,90.0,20.0,37.1,8000.0
6210-2Z,50.0,90.0,20.0,37.1,8000.0
6210-2Z/C3,50.0,90.0,20.0,37.1,8000.0
6210-2Z/C3GJN,50.0,90.0,20.0,37.1,8000.0
6210-2Z/C3WT,50.0,90.0,20.0,37.1,8000.0
6210-2Z/C4,50.0,90.0,20.0,37.1,8000.0
6210-2Z/C4GJN,50.0,90.0,20.0,37.1,8000.0
6210-2Z/C4GJN6,50.0,90.0,20.0,37.1,8000.0
6210-2Z/HC5C3WT,50.0,90.0,20.0,35.1,10000.0
6210-2Z/VA201,50.0,90.0,20.0,,60.0
6210-2Z/VA208,50.0,90.0,20.0,,60.0
6210-2Z/VA228,50.0,90.0,20.0,,120.0
6210-2ZNR,50.0,90.0,20.0,37.1,8000.0
6210-2ZTN9/HC5C3WT,50.0,90.0,20.0,35.1,10000.0
6210-RS1,50.0,90.0,20.0,37.1,4800.0
6210-RS1/C3,50.0,90.0,20.0,37.1,4800.0
6210-Z,50.0,90.0,20.0,37.1,10000.0
6210-Z/C3,50.0,90.0,20.0,37.1,10000.0
6210-Z/HC5C3,50.0,90.0,20.0,35.1,12000.0
6210-ZNR,50.0,90.0,20.0,37.1,10000.0
6210/C3,50.0,90.0,20.0,37.1,10000.0
6210/C4,50.0,90.0,20.0,37.1,10000.0
6210/HC5C3,50.0,90.0,20.0,35.1,12000.0
6210/VA201,50.0,90.0,20.0,,60.0
6211,55.0,100.0,21.0,46.2,9000.0
6211 2RSJEM,55.0,100.0,21.0,46.2,4300.0
6211 2RSNRJEM,55.0,100.0,21.0,46.2,4300.0
6211 2ZJEM,55.0,100.0,21.0,46.2,7000.0
6211 2ZNRJEM,55.0,100.0,21.0,46.2,7000.0
6211 JEM,55.0,100.0,21.0,46.2,13000.0
6211 M,55.0,100.0,21.0,46.2,13000.0
6211 M/P65HS1VG9054R2,,,,,
6211 N,55.0,100.0,21.0,46.2,9000.0
6211 NR,55.0,100.0,21.0,46.2,9000.0
6211 NR/C3,55.0,100.0,21.0,46.2,9000.0
6211 NRJEM,55.0,100.0,21.0,46.2,13000.0
6211 RSJEM,55.0,100.0,21.0,46.2,4300.0
6211 ZJEM,55.0,100.0,21.0,46.2,13000.0
6211-2RS1,55.0,100.0,21.0,46.2,4300.0
6211-2RS1/C3,55.0,100.0,21.0,46.2,4300.0
6211-2RS1/C3GJN,55.0,100.0,21.0,46.2,4300.0
6211-2RS1/GJN,55.0,100.0,21.0,46.2,4300.0
6211-2RS1/HC5C3WT,55.0,100.0,21.0,43.6,4300.0
6211-2RS1NR,55.0,100.0,21.0,46.2,4300.0
6211-2Z,55.0,100.0,21.0,46.2,7000.0
6211-2Z/C3,55.0,100.0,21.0,46.2,7000.0
6211-2Z/C3GJN,55.0,100.0,21.0,46.2,7000.0
6211-2Z/C4,55.0,100.0,21.0,46.2,7000.0
6211-2Z/VA201,55.0,100.0,21.0,,60.0
6211-2Z/VA208,55.0,100.0,21.0,,50.0
6211-2Z/VA228,55.0,100.0,21.0,,110.0
6211-2ZNR,55.0,100.0,21.0,46.2,7000.0
6211-RS1,55.0,100.0,21.0,46.2,4300.0
6211-RS1/C3,55.0,100.0,21.0,46.2,4300.0
6211-Z,55.0,100.0,21.0,46.2,9000.0
6211-Z/C3,55.0,100.0,21.0,46.2,9000.0
6211-ZNR,55.0,100.0,21.0,46.2,9000.0
6211-ZNR/C3,55.0,100.0,21.0,46.2,9000.0
6211/C3,55.0,100.0,21.0,46.2,9000.0
6211/C4,55.0,100.0,21.0,46.2,9000.0
6211/HC5C3,55.0,100.0,21.0,43.6,10000.0
6211/LHT55VT197,55.0,100.0,21.0,46.2,9000.0
6211/VA201,55.0,100.0,21.0,,60.0
6212,60.0,110.0,22.0,55.3,8000.0
6212 2RSJEM,60.0,110.0,22.0,55.3,4000.0
6212 2RSNRJEM,60.0,110.0,22.0,55.3,4000.0
6212 2ZJEM,60.0,110.0,22.0,55.3,6300.0
6212 2ZNRJEM,60.0,110.0,22.0,55.3,6300.0
6212 JEM,60.0,110.0,22.0,55.3,11000.0
6212 M,60.0,110.0,22.0,55.3,11000.0
6212 M/C3,60.0,110.0,22.0,55.3,11000.0
6212 M/HC5C4S0,60.0,110.0,22.0,52.7,11000.0
6212 M/HC5C5S0,60.0,110.0,22.0,52.7,11000.0
6212 M/P65HS0VL0241,60.0,110.0,22.0,55.3,11000.0
6212 N,60.0,110.0,22.0,55.3,8000.0
6212 NR,60.0,110.0,22.0,55.3,8000.0
6212 NR/C3,60.0,110.0,22.0,55.3,8000.0
6212 RSJEM,60.0,110.0,22.0,55.3,4000.0
6212 ZJEM,60.0,110.0,22.0,55.3,11000.0
6212-2RS1,60.0,110.0,22.0,55.3,4000.0
6212-2RS1/C3,60.0,110.0,22.0,55.3,4000.0
6212-2RS1/C3GJN,60.0,110.0,22.0,55.3,4000.0
6212-2RS1/GJN,60.0,110.0,22.0,55.3,4000.0
6212-2RS1/HC5C3S0WT,60.0,110.0,22.0,52.7,4000.0
6212-2RS1/HC5C3WT,60.0,110.0,22.0,52.7,4000.0
6212-2RS1/W64,60.0,110.0,22.0,55.3,2800.0
6212-2Z,60.0,110.0,22.0,55.3,6300.0
6212-2Z/C3,60.0,110.0,22.0,55.3,6300.0
6212-2Z/C3GJN,60.0,110.0,22.0,55.3,6300.0
6212-2Z/C4,60.0,110.0,22.0,55.3,6300.0
6212-2Z/C4GJN,60.0,110.0,22.0,55.3,6300.0
6212-2Z/VA201,60.0,110.0,22.0,,50.0
6212-2Z/VA208,60.0,110.0,22.0,,50.0
6212-2Z/VA228,60.0,110.0,22.0,,100.0
6212-2ZNR,60.0,110.0,22.0,55.3,6300.0
6212-RS1,60.0,110.0,22.0,55.3,4000.0
6212-RS1Z/C3GJN,60.0,110.0,22.0,55.3,4000.0
6212-RS1Z/C3S0GJN6,60.0,110.0,22.0,55.3,4000.0
6212-Z,60.0,110.0,22.0,55.3,8000.0
6212-Z/C3,60.0,110.0,22.0,55.3,8000.0
6212-Z/C3GJN,60.0,110.0,22.0,55.3,8000.0
6212-Z/C4,60.0,110.0,22.0,55.3,8000.0
6212-ZNR,60.0,110.0,22.0,55.3,8000.0
6212/C3,60.0,110.0,22.0,55.3,8000.0
6212/C4,60.0,110.0,22.0,55.3,8000.0
6212/C5,60.0,110.0,22.0,55.3,8000.0
6212/HC5C3,60.0,110.0,22.0,52.7,9500.0
6212/P52,60.0,110.0,22.0,55.3,8000.0
6212/VA201,60.0,110.0,22.0,,50.0
6212/VS022,60.0,110.0,22.0,55.3,8000.0
6213,65.0,120.0,23.0,58.5,7500.0
6213 2RSJEM,65.0,120.0,23.0,58.5,7500.0
6213 2RSNRJEM,65.0,120.0,23.0,58.5,3600.0
6213 2ZJEM,65.0,120.0,23.0,58.5,6000.0
6213 2ZNRJEM,65.0,120.0,23.0,58.5,6000.0
6213 JEM,65.0,120.0,23.0,58.5,7500.0
6213 M,65.0,120.0,23.0,58.5,10000.0
6213 M/C3,65.0,120.0,23.0,58.5,10000.0
6213 N,65.0,120.0,23.0,58.5,7500.0
6213 NR,65.0,120.0,23.0,58.5,7500.0
6213 NR/C3,65.0,120.0,23.0,58.5,7500.0
6213 NRJEM,65.0,120.0,23.0,58.5,10000.0
6213 RSJEM,65.0,120.0,23.0,58.5,3600.0
6213 ZJEM,65.0,120.0,23.0,58.5,7500.0
6213-2RS1,65.0,120.0,23.0,58.5,3600.0
6213-2RS1/C3,65.0,120.0,23.0,58.5,3600.0
6213-2RS1/C3GJN,65.0,120.0,23.0,58.5,3600.0
6213-2RS1/HC5C3WT,65.0,120.0,23.0,55.9,3600.0
6213-2Z,65.0,120.0,23.0,58.5,6000.0
6213-2Z/C3,65.0,120.0,23.0,58.5,6000.0
6213-2Z/C3GJN,65.0,120.0,23.0,58.5,6000.0
